n,repetition,theta_NO_s,theta_BH_s,t_NO_s,t_BH_s,theta_plus_t_NO_s,theta_plus_t_BH_s,theta_NO_numba_s,theta_BH_numba_s
10,27,3.290000313427299e-05,0.0003974999999627,0.0028404999975464,0.0007827000008546,0.0028734000006807,0.0011802000008174,1.3199998647905886e-05,1.930000144056976e-05
10,28,4.429999535204843e-05,0.0005185000045457,0.0032367000021622,0.0010372000033385,0.0032809999975143,0.0015557000078842,1.09999964479357e-05,1.5300000086426735e-05
10,29,3.360000118846074e-05,0.00039470000047,0.0036790000012842,0.0007251999995787,0.0037126000024727,0.0011199000000488,1.0899995686486363e-05,1.5899997379165143e-05
10,30,3.37999954354018e-05,0.0004054000019095,0.002150200001779,0.0001307999991695,0.0021839999972144,0.0005362000010791,5.699999746866524e-06,1.4199998986441642e-05
10,31,3.119999746559188e-05,0.0003968000019085,0.0023045000052661,0.0007954999964567,0.0023357000027317,0.0011922999983653,5.199995939619839e-06,1.340000017080456e-05
10,32,3.2800002372823656e-05,0.0005851999958395,0.0028950000050826,0.000525600000401,0.0029278000074555,0.0011107999962405,1.069999416358769e-05,1.569999585626647e-05
10,33,3.2800002372823656e-05,0.0004023000001325,0.0023744999998598,0.0007000999976298,0.0024073000022326,0.0011023999977624,5.599998985417187e-06,1.3600001693703234e-05
10,34,3.2500000088475645e-05,0.0003962000046158,0.0020054999986314,0.000522299997101,0.0020379999987198,0.0009185000017168,5.599998985417187e-06,1.3299999409355223e-05
10,35,3.2199997804127634e-05,0.0003956000000471,0.0022958000045036,0.0003194000018993,0.0023280000023078,0.0007150000019464,5.100002454128116e-06,1.3899996702093633e-05
10,36,3.60000049113296e-05,0.0003953000050387,0.0019130000000586,0.0003193000011378,0.00194900000497,0.0007146000061766,5.800000508315861e-06,1.290000363951549e-05
10,37,3.1299998227041215e-05,0.0003906999991158,0.0019068000037805,0.0004149000014876,0.0019381000020075,0.0008056000006035,4.800000169780105e-06,1.3799995940644294e-05
10,38,3.149999974993989e-05,0.0003981999980169,0.0031689000024925,0.0010877000022446,0.0032004000022425,0.0014859000002616,5.800000508315861e-06,1.3799995940644294e-05
10,39,3.2500000088475645e-05,0.0003971999976783,0.0018550999957369,0.0008952999996836,0.0018875999958254,0.001292499997362,5.099995178170502e-06,1.3999997463542968e-05
10,40,3.060000017285347e-05,0.0014224999977159,0.002137199997378,0.0006174000009195,0.0021677999975509,0.0020398999986355,7.200003892648965e-06,1.3899996702093633e-05
10,41,3.289999585831538e-05,0.0003914999979315,0.0023002000016276,0.0007391000035568,0.0023330999974859,0.0011306000014883,6.299997039604932e-06,1.3700002455152571e-05
10,42,3.189999551977962e-05,0.0021401999983936,0.0026094999993802,0.0006829999983892,0.0026413999948999,0.0028231999967829,6.300004315562546e-06,1.340000017080456e-05
10,43,3.190000279573724e-05,0.00039690000267,0.0116546999997808,0.0004349000009824,0.0116866000025765,0.0008318000036524,8.600000001024455e-06,1.479999627918005e-05
10,44,3.669999568955973e-05,0.0004029999981867,0.0027182999983779,0.0003305999998701,0.0027549999940674,0.0007335999980568,5.399997462518513e-06,1.3899996702093633e-05
10,45,3.719999949680641e-05,0.0003998000029241,0.0026176000028499,0.0007927999977255,0.0026548000023467,0.0011926000006496,4.900000931229442e-06,1.3900003978051244e-05
10,46,3.2000003557186574e-05,0.0003968000019085,0.0026462999958312,0.0007053000008454,0.0026782999993884,0.001102100002754,7.700000423938036e-06,1.429999974789098e-05
10,47,3.289999585831538e-05,0.0003964999996242,0.0021640000049956,0.0004157999937888,0.0021969000008539,0.000812299993413,4.900000931229442e-06,1.3600001693703234e-05
10,48,3.199999628122896e-05,0.0003931000028387,0.0021733000030508,0.001002699995297,0.002205299999332,0.0013957999981357,5.200003215577453e-06,1.3199998647905886e-05
10,49,3.429999924264848e-05,0.0004128000000491,0.0029996000012033,0.0001369999954476,0.003033900000446,0.0005497999954968,1.0899995686486363e-05,1.5199999324977398e-05
10,50,3.260000084992498e-05,0.0004000999979325,0.0027355000056559,0.0003230000002076,0.0027681000065058,0.0007230999981402,6.199996278155595e-06,1.3899996702093633e-05
10,51,3.220000508008525e-05,0.0004014000005554,0.0019242000053054,0.0004075999968335,0.0019564000103855,0.000808999997389,5.800000508315861e-06,1.3299999409355223e-05
10,52,3.170000127283856e-05,0.0003933999978471,0.0019826999996439,0.0005934000000706,0.0020144000009167,0.0009867999979178,5.000001692678779e-06,1.2700002116616815e-05
10,53,3.229999856557697e-05,0.0003963000053772,0.0032056999989436,0.0007574999981443,0.0032379999975091,0.0011538000035216,1.09999964479357e-05,1.5599995094817132e-05
10,54,3.35000004270114e-05,0.000404400001571,0.0027432999995653,0.0004144999984418,0.0027767999999923,0.0008189000000129,7.499998901039362e-06,1.429999974789098e-05
10,55,3.270000161137432e-05,0.0003907999998773,0.0019288999974378,0.0005118000044603,0.0019615999990492,0.0009026000043377,5.199995939619839e-06,1.3600001693703234e-05
10,56,3.149999974993989e-05,0.0003887000057147,0.0021984999984852,0.0006791000050725,0.0022299999982351,0.0010678000107873,4.599998646881431e-06,1.3799995940644294e-05
10,57,3.2199997804127634e-05,0.0003976000007241,0.0021172000051592,0.0005019999953219,0.0021494000029633,0.0008995999960461,1.900000643217936e-05,1.3600001693703234e-05
10,58,3.260000084992498e-05,0.0003980000037699,0.0019061999992118,0.0003214999960619,0.0019388000000617,0.0007194999998318,4.5000051613897085e-06,1.3000004400964826e-05
10,59,3.18000020342879e-05,0.0003974999999627,0.0021793999985675,0.0008386000044993,0.0022112000006018,0.001236100004462,5.199995939619839e-06,1.509999856352806e-05
10,60,3.210000431863591e-05,0.000397800002247,0.0019642999977804,0.0004980999947292,0.0019964000020991,0.0008958999969763,4.499997885432094e-06,1.2999997125007212e-05
10,61,3.220000508008525e-05,0.0003992999991169,0.0023227999990922,0.000327699999616,0.0023550000041723,0.0007269999987329,5.49999822396785e-06,1.3800003216601908e-05
10,62,3.229999856557697e-05,0.0004052000003866,0.0022382000024663,0.0006082000036258,0.0022705000010319,0.0010134000040125,6.099995516706258e-06,1.4099998224992303e-05
10,63,3.270000161137432e-05,0.0004024000008939,0.002103699996951,0.0008632000026409,0.0021363999985624,0.0012656000035349,4.800000169780105e-06,1.3100005162414163e-05
10,64,3.260000084992498e-05,0.0004073999953106,0.0027301000009174,0.0004339000006439,0.0027627000017673,0.0008412999959546,5.399997462518513e-06,1.3600001693703234e-05
10,65,3.210000431863591e-05,0.0003987999953096,0.0017470000020693,0.0007127999997464,0.001779100006388,0.0011115999950561,4.699999408330768e-06,1.3500000932253895e-05
10,66,3.2500000088475645e-05,0.0003995999941253,0.0026281000027665,0.0006094999989727,0.002660600002855,0.001009099993098,6.199996278155595e-06,1.4400000509340316e-05
10,67,3.199999628122896e-05,0.000405500002671,0.0020187999980407,0.0007656999950995,0.002050799994322,0.0011711999977706,4.900000931229442e-06,1.340000017080456e-05
10,68,3.2300005841534585e-05,0.000398900003347,0.0023663000029046,0.0005114000014145,0.0023986000087461,0.0009103000047616,5.199995939619839e-06,1.3600001693703234e-05
10,69,3.139999898849055e-05,0.0003958999950555,0.0020100000037928,0.0004056000034324,0.0020414000027813,0.0008014999984879,4.699999408330768e-06,1.340000017080456e-05
10,70,3.170000127283856e-05,0.0003909000006387,0.0027896000028704,0.0006731000030413,0.0028213000041432,0.0010640000036801,1.2999997125007212e-05,1.8699996871873736e-05
10,71,4.019999323645607e-05,0.0004916000034427,0.0023342999993474,0.0007087999983923,0.0023744999925838,0.001200400001835,5.699999746866524e-06,1.4099998224992303e-05
10,72,3.4699995012488216e-05,0.0003959999958169,0.0024009000044316,0.0010769000000436,0.002435599999444,0.0014728999958606,1.3299999409355223e-05,1.9800005247816443e-05
10,73,4.489999992074445e-05,0.0004570999954012,0.0024488999988534,0.0008304000002681,0.0024937999987741,0.0012874999956693,1.0799994925037026e-05,1.5799996617715806e-05
10,74,3.380000271135941e-05,0.0005002000034437,0.0026561999984551,0.0006572000056621,0.0026900000011664,0.0011574000091059,1.0399999155197293e-05,1.479999627918005e-05
10,75,3.300000389572233e-05,0.0004016999955638,0.0022431000033975,0.0005246000000624,0.0022761000072932,0.0009262999956263,5.30000397702679e-06,1.429999974789098e-05
10,76,3.210000431863591e-05,0.0003977999949711,0.0022984000024734,0.000618600002781,0.0023305000067921,0.0010163999977521,5.200003215577453e-06,1.3500000932253895e-05
10,77,3.2000003557186574e-05,0.0003973999992012,0.0018892000007326,0.0009833000003709,0.0019212000042898,0.0013806999995722,5.699999746866524e-06,1.3899996702093633e-05
10,78,3.190000279573724e-05,0.0003987000018241,0.0033049000048777,0.0007358999937423,0.0033368000076734,0.0011345999955665,1.069999416358769e-05,1.5400000847876072e-05
10,79,3.390000347280875e-05,0.0004029999981867,0.0024850999980117,0.0008047999945119,0.0025190000014845,0.0012077999926987,5.800000508315861e-06,1.4200006262399256e-05
10,80,3.2800002372823656e-05,0.0003986000010627,0.0020034999979543,0.0005110999991302,0.0020363000003271,0.0009097000001929,5.000001692678779e-06,1.3500000932253895e-05
10,81,3.290000313427299e-05,0.0004012000063084,0.0027561999959289,0.0004255000021657,0.0027890999990631,0.0008267000084742,1.0600000678095968e-05,1.4500001270789651e-05
10,82,3.239999932702631e-05,0.0003953999985242,0.0025500000047031,0.0003192000003764,0.0025824000040302,0.0007145999989006,5.200003215577453e-06,1.3800003216601908e-05
10,83,3.109999670414254e-05,0.0003932999970857,0.0025012999976752,0.0005105999953229,0.0025323999943793,0.0009038999924086,5.199995939619839e-06,1.2999997125007212e-05
10,84,3.189999551977962e-05,0.0003931000028387,0.002294099998835,0.0004999000011594,0.0023259999943547,0.0008930000039981,5.400004738476127e-06,1.3500000932253895e-05
10,85,3.2000003557186574e-05,0.000397999996494,0.0023549000034108,0.0008193000030587,0.002386900006968,0.0012172999995527,1.3299999409355223e-05,1.939999492606148e-05
10,86,4.359999729786068e-05,0.000511500002176,0.0024436000021523,0.0003154000005451,0.0024871999994502,0.0008269000027212,5.800000508315861e-06,1.429999974789098e-05
10,87,3.239999932702631e-05,0.0003996000014012,0.0027251999999862,0.0005032000044593,0.0027575999993132,0.0009028000058606,5.800000508315861e-06,1.3900003978051244e-05
10,88,3.170000127283856e-05,0.0003969999961555,0.0018192999996244,0.0008787999977357,0.0018510000008973,0.0012757999938912,5.099995178170502e-06,1.3899996702093633e-05
10,89,3.170000127283856e-05,0.0004123999970033,0.0025803000025916,0.0004765000048791,0.0026120000038645,0.0008889000018825,1.0600000678095968e-05,1.550000160932541e-05
10,90,3.309999738121405e-05,0.000405499995395,0.0021377000011852,0.0004446000020834,0.0021707999985665,0.0008500999974785,5.49999822396785e-06,1.3500000932253895e-05
10,91,3.239999932702631e-05,0.0003684999974211,0.002292999997735,0.0007270999994943,0.002325399997062,0.0010955999969155,5.900001269765198e-06,1.4099998224992303e-05
10,92,3.2199997804127634e-05,0.0003961999973398,0.002112299996952,0.0005922999989707,0.0021444999947561,0.0009884999963105,4.900000931229442e-06,1.3899996702093633e-05
10,93,3.229999856557697e-05,0.0003959000023314,0.0025363999957335,0.0009453000020585,0.002568699994299,0.0013412000043899,7.099995855242014e-06,1.3800003216601908e-05
10,94,3.499999729683623e-05,0.0003999000036856,0.0024348000006284,0.0005259999961708,0.0024697999979252,0.0009258999998564,6.000002031214535e-06,1.679999695625156e-05
10,95,3.229999856557697e-05,0.0003945999997085,0.0025241000039386,0.0009139999965555,0.0025564000025042,0.001308599996264,5.49999822396785e-06,1.3999997463542968e-05
10,96,3.2199997804127634e-05,0.0003950999962398,0.0023980999976629,0.0010902000067289,0.002430299995467,0.0014853000029688,5.400004738476127e-06,1.3600001693703234e-05
10,97,3.190000279573724e-05,0.0003973999992012,0.0022073000000091,0.0005524000007426,0.0022392000028048,0.0009497999999439,1.0599993402138352e-05,1.5599995094817132e-05
10,98,3.5400000342633575e-05,0.0004124999977648,0.0025058000028366,0.0004083000021637,0.0025412000031792,0.0008207999999285,5.699999746866524e-06,1.4000004739500582e-05
10,99,3.189999551977962e-05,0.0003867999985232,0.0024023000005399,0.0005361000003176,0.0024341999960597,0.0009228999988408,5.900001269765198e-06,1.3699995179194955e-05
10,100,3.2099997042678297e-05,0.0003971999976783,0.0026631000000634,0.0006925000052433,0.0026951999971061,0.0010897000029217,5.299996701069176e-06,1.4099998224992303e-05
11,1,3.640000068116933e-05,0.0005001999961677,0.0032687999992049,0.0003800000049523,0.003305199999886,0.0008802000011201,8.100003469735384e-06,2.099999983329326e-05
11,2,3.619999915827066e-05,0.0004961999948136,0.0032008999987738,0.0005858000004081,0.003237099997932,0.0010819999952218,5.599998985417187e-06,1.5199999324977398e-05
11,3,3.500000457279384e-05,0.0005026999933761,0.0032225999966613,0.0004877999963355,0.003257600001234,0.0009904999897116,6.100002792663872e-06,1.6000005416572094e-05
11,4,3.51999988197349e-05,0.0004897999970125,0.0041064999968511,0.0012937999999849,0.0041416999956709,0.0017835999969975,1.0799994925037026e-05,1.7400001524947584e-05
11,5,3.8100006349850446e-05,0.0004985999985365,0.003061900002649,0.0009236999976565,0.0031000000089989,0.001422299996193,6.199996278155595e-06,1.630000042496249e-05
11,6,3.659999492811039e-05,0.0004955999975209,0.0036112000016146,0.0006234999964362,0.0036477999965427,0.0011190999939572,5.699999746866524e-06,1.6099998902063817e-05
11,7,3.550000110408291e-05,0.0005044999998062,0.0028290999980526,0.0018076000051223,0.0028645999991567,0.0023121000049286,7.700000423938036e-06,1.7100006516557187e-05
11,8,3.680000372696668e-05,0.0004975999981979,0.0031623000031686,0.000813399994513,0.0031991000068956,0.001310999992711,7.599999662488699e-06,1.6200006939470768e-05
11,9,3.610000567277893e-05,0.0005646999998134,0.0033825999998953,0.0006045999980415,0.003418700005568,0.0011692999978549,1.09999964479357e-05,1.799999881768599e-05
11,10,3.6900004488416016e-05,0.0004889999981969,0.0036783000032301,0.0008277000015368,0.0037152000077185,0.0013166999997338,5.599998985417187e-06,1.550000160932541e-05
11,11,3.629999991972e-05,0.0004876000020885,0.0027859999972861,0.0010343000030843,0.0028222999972058,0.0015219000051729,5.800000508315861e-06,1.6099998902063817e-05
11,12,3.590000414988026e-05,0.0004952999952365,0.0034959000040544,0.0010169000015594,0.0035318000082043,0.0015121999967959,5.49999822396785e-06,1.6000005416572094e-05
11,13,3.5899996873922646e-05,0.0004980000012437,0.0030669000043417,0.0006786999947507,0.0031028000012156,0.0011766999959945,6.900001608300954e-06,1.6099998902063817e-05
11,14,3.54999938281253e-05,0.0004829000026802,0.0032999999966705,0.0005898000017623,0.0033354999904986,0.0010727000044425,5.800000508315861e-06,1.4999997802078724e-05
11,15,3.539999306667596e-05,0.0004898000042885,0.0038602000058745,0.0011121000061393,0.0038955999989411,0.0016019000104279,5.49999822396785e-06,1.630000042496249e-05
11,16,3.499999729683623e-05,0.0004864000002271,0.0032747000004746,0.0010706999964895,0.0033096999977715,0.0015570999967167,1.0700001439545304e-05,1.7600003047846258e-05
11,17,3.6600002204068005e-05,0.0005307999963406,0.0036674000002676,0.0006538000016007,0.0037040000024717,0.0011845999979414,1.309999788645655e-05,2.220000169472769e-05
11,18,4.939999780617654e-05,0.0005279000033624,0.0036336999983177,0.0003840999997919,0.0036830999961239,0.0009120000031543,1.080000220099464e-05,1.7600003047846258e-05
11,19,3.650000144261867e-05,0.0004971000016666,0.0036117999989073,0.0016355999978259,0.0036483000003499,0.0021326999994926,1.0700001439545304e-05,1.7400001524947584e-05
11,20,3.750000178115442e-05,0.0005027000006521,0.0035369999968679,0.0013834999990649,0.0035744999986491,0.001886199999717,5.800000508315861e-06,1.599999814061448e-05
11,21,3.709999873535708e-05,0.000495200001751,0.0027597999942372,0.0007188000017777,0.0027968999929726,0.0012140000035287,5.800000508315861e-06,2.040000254055485e-05
11,22,3.580000338843092e-05,0.0004717000047094,0.0041898000054061,0.001383300004818,0.0042256000087945,0.0018550000095274,1.0799994925037026e-05,1.7899998056236655e-05
11,23,3.680000372696668e-05,0.0005176999984541,0.0028691000043181,0.0008971000061137,0.0029059000080451,0.0014148000045679,6.499998562503606e-06,1.7099999240599573e-05
11,24,3.5400000342633575e-05,0.000499599998875,0.0040271000034408,0.0007352999964496,0.0040625000037834,0.0012348999953246,1.3299999409355223e-05,2.1400002879090607e-05
11,25,4.489999992074445e-05,0.0006247999990591,0.0038035000034142,0.0008257000008597,0.0038484000033349,0.0014504999999189,1.0899995686486363e-05,1.7499995010439306e-05
11,26,3.769999602809549e-05,0.0004978999932063,0.0026971000042976,0.0009476999985054,0.0027348000003257,0.0014455999917117,7.400005415547639e-06,1.679999695625156e-05
11,27,3.6799996451009065e-05,0.0004945999971823,0.0028820000006817,0.0008626999988337,0.0029187999971327,0.001357299996016,1.5599995094817132e-05,2.61999957729131e-05
11,28,5.789999704575166e-05,0.0006304000053205,0.0029575000007753,0.0006085999993956,0.003015399997821,0.0012390000047162,1.0900002962443978e-05,1.750000228639692e-05
11,29,3.719999949680641e-05,0.0004988000000594,0.0033546999984537,0.0009081999960471,0.0033918999979505,0.0014069999961066,5.49999822396785e-06,1.6199999663513154e-05
11,30,3.60000049113296e-05,0.000471400002425,0.0035252000016043,0.0022181000022101,0.0035612000065157,0.0026895000046351,1.3500000932253895e-05,8.569999772589654e-05
11,31,4.379999882075936e-05,0.0005027000006521,0.0044898999985889,0.0016247999956249,0.0045336999974097,0.002127499996277,9.900002623908222e-06,1.7300000763498247e-05
11,32,3.759999526664615e-05,0.0005068999962531,0.0028187999996589,0.0006116000004112,0.0028563999949255,0.0011184999966644,8.299997716676444e-06,1.7300000763498247e-05
11,33,3.599999763537198e-05,0.0004981999954907,0.00425279999763,0.0007251999995787,0.0042887999952654,0.0012233999950694,1.080000220099464e-05,1.720000000204891e-05
11,34,3.6799996451009065e-05,0.0004992999965907,0.0030362000034074,0.0005959999980404,0.0030729999998584,0.0010952999946312,5.999994755256921e-06,1.5899997379165143e-05
11,35,3.680000372696668e-05,0.000501800001075,0.0035470000002533,0.0012593999999808,0.0035838000039802,0.0017612000010558,7.800001185387373e-06,1.6199999663513154e-05
11,36,3.550000110408291e-05,0.0004991000023437,0.0036666999949375,0.000374199997168,0.0037021999960415,0.0008732999995118,6.499998562503606e-06,1.5799996617715806e-05
11,37,3.580000338843092e-05,0.0004850000041187,0.0033517999981995,0.0010621999972499,0.0033876000015879,0.0015472000013687,5.49999822396785e-06,1.4900004316587e-05
11,38,3.759999526664615e-05,0.0004924999957438,0.0031326000025728,0.0005951999992248,0.0031701999978395,0.0010876999949687,5.699999746866524e-06,1.5600002370774746e-05
11,39,3.4699995012488216e-05,0.000488799996674,0.0039489999981014,0.0008343000008608,0.0039836999931139,0.0013230999975348,1.0700001439545304e-05,1.700000575510785e-05
11,40,3.779999678954482e-05,0.0004993999973521,0.0035551999972085,0.0010792999964905,0.003592999993998,0.0015786999938427,6.299997039604932e-06,1.670000347075984e-05
11,41,3.719999949680641e-05,0.0005027000006521,0.0029103999986546,0.0007227000023704,0.0029475999981514,0.0012254000030225,5.699999746866524e-06,1.509999856352806e-05
11,42,3.579999611247331e-05,0.000506000003952,0.0029611999998451,0.0010669000039342,0.0029969999959575,0.0015729000078863,1.0900002962443978e-05,1.7400001524947584e-05
11,43,3.580000338843092e-05,0.0004950000002281,0.0032145000004675,0.0016297999973176,0.0032503000038559,0.0021247999975457,6.200003554113209e-06,1.6099998902063817e-05
11,44,3.619999915827066e-05,0.000496300002851,0.0029985000001033,0.0008035999999265,0.0030346999992616,0.0012999000027775,7.300004654098302e-06,1.580000389367342e-05
11,45,3.5400000342633575e-05,0.0005832999959238,0.0032335000068997,0.0015448000049218,0.0032689000072423,0.0021281000008457,1.0799994925037026e-05,1.7599995771888644e-05
11,46,3.709999873535708e-05,0.0004946000044583,0.0024966999990283,0.0008151000001817,0.0025337999977637,0.00130970000464,5.999994755256921e-06,1.6199999663513154e-05
11,47,3.560000186553225e-05,0.0004954999967594,0.0034215000050608,0.0005928000027779,0.0034571000069263,0.0010882999995374,5.900001269765198e-06,1.6099998902063817e-05
11,48,3.550000110408291e-05,0.0004969000001437,0.003117000000202,0.0006158999967738,0.0031525000013061,0.0011127999969176,1.080000220099464e-05,1.7700003809295595e-05
11,49,3.710000601131469e-05,0.0004961000013281,0.0030493000012938,0.0007036000024527,0.0030864000073052,0.0011997000037808,6.400005077011883e-06,1.6099998902063817e-05
11,50,3.5700002626981586e-05,0.0004969000001437,0.0027109000002383,0.0011473000049591,0.0027466000028653,0.0016442000051029,5.599998985417187e-06,1.580000389367342e-05
11,51,3.640000068116933e-05,0.0004985999985365,0.0035559000025386,0.0006216999972821,0.0035923000032198,0.0011202999958186,1.080000220099464e-05,1.7099999240599573e-05
11,52,3.620000643422827e-05,0.0004993999973521,0.0038497000059578,0.0003896999987773,0.003885900012392,0.0008890999961295,6.400005077011883e-06,1.6600002709310502e-05
11,53,4.1600003896746784e-05,0.0004928999987896,0.0034950000044773,0.0015148999955272,0.003536600008374,0.0020077999943168,6.000002031214535e-06,1.6199999663513154e-05
11,54,3.640000068116933e-05,0.0004944000029354,0.0042816999994101,0.0003778999962378,0.0043181000000913,0.0008722999991732,1.080000220099464e-05,1.7800004570744932e-05
11,55,4.8000001697801054e-05,0.0004879000043729,0.0034192000020993,0.0007961000010254,0.0034672000037971,0.0012840000053984,6.800000846851617e-06,1.6099998902063817e-05
11,56,3.5700002626981586e-05,0.0004972999959136,0.0031486000007134,0.0009193000005325,0.0031843000033404,0.0014165999964461,5.099995178170502e-06,1.599999814061448e-05
11,57,3.560000186553225e-05,0.0004960000005667,0.0035099000015179,0.0003825000021606,0.0035455000033834,0.0008785000027273,7.000002369750291e-06,1.630000042496249e-05
11,58,3.569999535102397e-05,0.0004935999968438,0.0033612000042921,0.0008017000000108,0.0033968999996432,0.0012952999968547,5.099995178170502e-06,1.5199999324977398e-05
11,59,3.529999958118424e-05,0.0004938999991281,0.0042775000038091,0.0005056000009062,0.0043128000033902,0.0009995000000344,6.299997039604932e-06,1.599999814061448e-05
11,60,3.599999763537198e-05,0.0005091999992146,0.0127911000017775,0.0006939999948372,0.0128270999994128,0.0012031999940518,9.000003046821803e-06,1.679999695625156e-05
11,61,3.680000372696668e-05,0.0004946000044583,0.0037067000012029,0.0005846999993082,0.0037435000049299,0.0010793000037665,6.70000008540228e-06,1.6500001947861165e-05
11,62,3.5400000342633575e-05,0.0004910999996354,0.0030708999984199,0.0005821000013384,0.0031062999987625,0.0010732000009738,5.399997462518513e-06,1.5400000847876072e-05
11,63,3.930000093532726e-05,0.000490800004627,0.0025480999975115,0.0006935999990673,0.0025873999984469,0.0011844000036944,5.599998985417187e-06,1.580000389367342e-05
11,64,3.560000186553225e-05,0.0004884000009042,0.002987200001371,0.0009088000006158,0.0030228000032366,0.0013972000015201,1.1299998732283711e-05,1.8300001102034003e-05
11,65,4.059999628225341e-05,0.0004870000047958,0.002671400005056,0.0010284000018145,0.0027120000013383,0.0015154000066104,5.800000508315861e-06,1.610000617802143e-05
11,66,3.580000338843092e-05,0.0004971000016666,0.0026950999963446,0.0010456000018166,0.002730899999733,0.0015427000034833,5.49999822396785e-06,1.5899997379165143e-05
11,67,3.590000414988026e-05,0.0004936000041197,0.0025118000048678,0.0009767999945324,0.0025477000090177,0.0014703999986522,1.3199998647905886e-05,2.130000211764127e-05
11,68,4.820000322069973e-05,0.000590399999055,0.0034114999943994,0.0007050999993225,0.0034596999976201,0.0012954999983776,1.0899995686486363e-05,1.7400001524947584e-05
11,69,3.599999763537198e-05,0.0004972000024281,0.0036274000012781,0.0011417000059736,0.0036633999989135,0.0016389000084018,5.800000508315861e-06,1.580000389367342e-05
11,70,3.619999915827066e-05,0.0004988000000594,0.0034634999974514,0.0006116999938967,0.0034996999966097,0.0011104999939561,1.0700001439545304e-05,1.750000228639692e-05
11,71,3.599999763537198e-05,0.0004948000059812,0.0035533999980543,0.0007027000028756,0.0035893999956897,0.0011975000088568,6.900001608300954e-06,1.630000042496249e-05
11,72,3.5899996873922646e-05,0.0004938999991281,0.0025707999957376,0.0003872999950544,0.0026066999926115,0.0008811999941826,5.100002454128116e-06,1.5600002370774746e-05
11,73,3.85999956051819e-05,0.0004908999981125,0.0027224999939789,0.000587100003031,0.0027610999895841,0.0010780000011436,5.999994755256921e-06,1.550000160932541e-05
11,74,3.5099998058285564e-05,0.0004900999992969,0.0030269999988377,0.0004755999980261,0.0030620999968959,0.000965699997323,6.199996278155595e-06,1.5700003132224083e-05
11,75,3.5400000342633575e-05,0.0004875999948126,0.0033136000056401,0.0010273000007146,0.0033490000059828,0.0015148999955272,5.30000397702679e-06,1.5900004655122757e-05
11,76,3.560000186553225e-05,0.0004961000013281,0.0027409999966039,0.0009906999985105,0.0027765999984694,0.0014867999998386,5.699999746866524e-06,1.630000042496249e-05
11,77,3.560000186553225e-05,0.0005365000033634,0.0035367000018595,0.00091390000307,0.0035723000037251,0.0014504000064334,1.069999416358769e-05,1.7499995010439306e-05
11,78,3.6499994166661054e-05,0.0004977999997208,0.0033755999975255,0.000714900001185,0.0034120999916922,0.0012127000009058,5.800000508315861e-06,1.6099998902063817e-05
11,79,3.560000186553225e-05,0.0004998000003979,0.0032882999948924,0.0008454000053461,0.0033238999967579,0.0013452000057441,1.359999441774562e-05,2.200000017182901e-05
11,80,4.86999997519888e-05,0.0006202000004122,0.0050024000011035,0.0006711000023642,0.0050511000008555,0.0012913000027765,1.0900002962443978e-05,1.720000000204891e-05
11,81,3.709999873535708e-05,0.0004969999936292,0.0031075000006239,0.0011610000001383,0.0031445999993593,0.0016579999937675,6.89999433234334e-06,1.599999814061448e-05
11,82,3.680000372696668e-05,0.0004967000058968,0.003212399999029,0.0008815000037429,0.0032492000027559,0.0013782000096398,1.0700001439545304e-05,1.7100006516557187e-05
11,83,3.6900004488416016e-05,0.0005005999992135,0.0028593000024557,0.0011531999989529,0.0028962000069441,0.0016537999981665,5.999994755256921e-06,1.5700003132224083e-05
11,84,3.580000338843092e-05,0.000496300002851,0.0025930999981937,0.0010340000008,0.0026289000015822,0.001530300003651,5.599998985417187e-06,1.5899997379165143e-05
11,85,3.560000186553225e-05,0.000493199993798,0.0039928000041982,0.0002918999962275,0.0040284000060637,0.0007850999900256,1.0600000678095968e-05,1.7599995771888644e-05
11,86,3.640000068116933e-05,0.0005279999968479,0.0040865000046323,0.0007890999986557,0.0041229000053135,0.0013170999955036,6.099995516706258e-06,1.5899997379165143e-05
11,87,3.60000049113296e-05,0.0004862999994657,0.0032270999945467,0.0008039000022108,0.003263099999458,0.0012902000016765,5.399997462518513e-06,1.5799996617715806e-05
11,88,3.550000110408291e-05,0.0004859000036958,0.0036743999953614,0.0006057999999029,0.0037098999964655,0.0010917000035988,1.0600000678095968e-05,1.790000533219427e-05
11,89,3.6600002204068005e-05,0.0005028000014135,0.0031687000009696,0.0011273000054643,0.0032053000031737,0.0016301000068779,6.000002031214535e-06,1.6400001186411828e-05
11,90,3.640000068116933e-05,0.000503800001752,0.0033844999998109,0.0009416000029887,0.0034209000004921,0.0014454000047408,5.399997462518513e-06,1.5799996617715806e-05
11,91,3.550000110408291e-05,0.0004972000024281,0.00355199999467,0.0007137000065995,0.0035874999957741,0.0012109000090276,1.080000220099464e-05,1.7600003047846258e-05
11,92,3.629999991972e-05,0.0004975000047124,0.0030616000003647,0.0007870000044931,0.0030979000002844,0.0012845000092056,5.49999822396785e-06,1.5400000847876072e-05
11,93,3.5899996873922646e-05,0.0005022000041208,0.003483699998469,0.0006936999998288,0.003519599995343,0.0011959000039496,5.399997462518513e-06,1.569999585626647e-05
11,94,3.529999958118424e-05,0.0004955999975209,0.004414999995788,0.0004935999968438,0.0044502999953692,0.0009891999943647,1.1399999493733048e-05,1.7600003047846258e-05
